person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,loan_amnt_group,income_group,loan_to_income,loan_to_emp_length_ratio,int_rate_to loan_amnt_ratio
23,42996,RENT,7.0,VENTURE,2000,13.61,0,0.05,Y,2,18-30,small,low-middle,0.04651595497255559,0.0035,0.006804999999999999
25,110000,OWN,7.0,VENTURE,8000,10.99,0,0.07,N,3,18-30,medium,high-middle,0.07272727272727272,0.000875,0.00137375
24,37200,RENT,3.0,VENTURE,2000,10.99,1,0.05,N,2,18-30,small,low-middle,0.053763440860215055,0.0015,0.005495
24,110000,MORTGAGE,8.0,PERSONAL,10000,15.62,0,0.09,Y,4,18-30,medium,high-middle,0.09090909090909091,0.0008,0.001562
26,37680,RENT,5.0,MEDICAL,2000,14.96,1,0.05,N,3,18-30,small,low-middle,0.05307855626326964,0.0025,0.0074800000000000005
21,110000,MORTGAGE,0.0,VENTURE,14000,9.99,0,0.13,N,2,18-30,large,high-middle,0.12727272727272726,0.0,0.0007135714285714285
26,83300,MORTGAGE,0.0,MEDICAL,28000,15.62,1,0.29,Y,2,18-30,very large,middle,0.33613445378151263,0.0,0.0005578571428571428
25,44000,RENT,2.0,VENTURE,2000,7.66,0,0.05,N,3,18-30,small,low-middle,0.045454545454545456,0.001,0.00383
26,110000,MORTGAGE,10.0,HOMEIMPROVEMENT,23750,12.99,0,0.22,Y,4,18-30,very large,high-middle,0.2159090909090909,0.0004210526315789474,0.0005469473684210527
24,98000,MORTGAGE,1.0,DEBTCONSOLIDATION,16000,14.79,1,0.16,Y,2,18-30,very large,middle,0.16326530612244897,6.25e-05,0.000924375
21,44304,RENT,5.0,EDUCATION,2000,13.85,0,0.05,N,4,18-30,small,low-middle,0.045142650776453595,0.0025,0.006925
23,45000,RENT,1.0,DEBTCONSOLIDATION,2000,13.49,0,0.04,N,2,18-30,small,low-middle,0.044444444444444446,0.0005,0.006745
24,45000,RENT,1.0,PERSONAL,2000,13.99,0,0.04,Y,2,18-30,small,low-middle,0.044444444444444446,0.0005,0.006995
25,39000,RENT,3.0,HOMEIMPROVEMENT,2000,7.66,1,0.05,N,4,18-30,small,low-middle,0.05128205128205128,0.0015,0.00383
26,110000,MORTGAGE,4.0,VENTURE,5000,9.63,0,0.05,N,2,18-30,small,high-middle,0.045454545454545456,0.0008,0.0019260000000000002
26,45000,RENT,5.0,PERSONAL,2000,11.49,0,0.04,N,2,18-30,small,low-middle,0.044444444444444446,0.0025,0.005745
23,45000,RENT,3.0,EDUCATION,2000,10.99,0,0.04,N,3,18-30,small,low-middle,0.044444444444444446,0.0015,0.005495
26,110000,MORTGAGE,3.0,DEBTCONSOLIDATION,4000,6.92,0,0.04,N,2,18-30,small,high-middle,0.03636363636363636,0.00075,0.00173
24,110000,MORTGAGE,0.0,EDUCATION,13200,15.28,0,0.12,N,3,18-30,large,high-middle,0.12,0.0,0.0011575757575757574
22,110000,MORTGAGE,2.0,VENTURE,9000,11.11,0,0.08,N,4,18-30,medium,high-middle,0.08181818181818182,0.00022222222222222223,0.0012344444444444445
25,110000,MORTGAGE,5.0,EDUCATION,10800,6.92,0,0.1,N,3,18-30,large,high-middle,0.09818181818181818,0.000462962962962963,0.0006407407407407408
25,110000,MORTGAGE,1.0,EDUCATION,6500,10.37,0,0.06,N,3,18-30,medium,high-middle,0.05909090909090909,0.00015384615384615385,0.0015953846153846153
23,110000,MORTGAGE,1.0,PERSONAL,18000,10.37,0,0.16,N,3,18-30,very large,high-middle,0.16363636363636364,5.555555555555556e-05,0.0005761111111111111
24,45000,RENT,0.0,VENTURE,2000,7.51,0,0.04,N,4,18-30,small,low-middle,0.044444444444444446,0.0,0.003755
26,110000,MORTGAGE,2.0,HOMEIMPROVEMENT,12000,10.74,0,0.11,N,4,18-30,large,high-middle,0.10909090909090909,0.00016666666666666666,0.0008950000000000001
26,110000,MORTGAGE,5.0,PERSONAL,15000,11.11,0,0.14,N,3,18-30,large,high-middle,0.13636363636363635,0.0003333333333333333,0.0007406666666666666
22,39000,RENT,0.0,DEBTCONSOLIDATION,2000,14.84,1,0.05,Y,2,18-30,small,low-middle,0.05128205128205128,0.0,0.0074199999999999995
23,28800,OWN,7.0,MEDICAL,12250,7.51,0,0.43,N,4,18-30,large,low-middle,0.4253472222222222,0.0005714285714285715,0.0006130612244897959
23,45000,RENT,7.0,VENTURE,2000,7.05,0,0.04,N,3,18-30,small,low-middle,0.044444444444444446,0.0035,0.003525
25,45500,RENT,3.0,MEDICAL,2000,13.49,0,0.04,Y,3,18-30,small,low-middle,0.04395604395604396,0.0015,0.006745
23,110000,MORTGAGE,8.0,VENTURE,7800,10.99,0,0.07,N,4,18-30,medium,high-middle,0.07090909090909091,0.0010256410256410256,0.001408974358974359
22,110000,MORTGAGE,5.0,PERSONAL,8000,12.98,0,0.07,N,4,18-30,medium,high-middle,0.07272727272727272,0.000625,0.0016225
25,110000,MORTGAGE,9.0,DEBTCONSOLIDATION,18000,10.99,0,0.16,N,2,18-30,very large,high-middle,0.16363636363636364,0.0005,0.0006105555555555556
22,110000,MORTGAGE,6.0,VENTURE,6000,9.99,0,0.05,N,3,18-30,medium,high-middle,0.05454545454545454,0.001,0.001665
26,45600,RENT,5.0,VENTURE,2000,10.99,0,0.04,N,3,18-30,small,low-middle,0.043859649122807015,0.0025,0.005495
23,110000,MORTGAGE,8.0,VENTURE,7500,13.72,0,0.07,N,4,18-30,medium,high-middle,0.06818181818181818,0.0010666666666666667,0.0018293333333333334
26,110000,MORTGAGE,0.0,VENTURE,15600,6.17,0,0.14,N,4,18-30,very large,high-middle,0.14181818181818182,0.0,0.0003955128205128205
24,45996,RENT,3.0,MEDICAL,2000,12.98,0,0.04,Y,2,18-30,small,low-middle,0.043482041916688405,0.0015,0.00649
26,110000,MORTGAGE,9.0,PERSONAL,20000,13.72,0,0.18,N,3,18-30,very large,high-middle,0.18181818181818182,0.00045,0.000686
22,45996,RENT,6.0,EDUCATION,2000,11.36,0,0.04,N,4,18-30,small,low-middle,0.043482041916688405,0.003,0.005679999999999999
25,28800,OWN,3.0,VENTURE,6000,10.99,0,0.21,Y,3,18-30,medium,low-middle,0.20833333333333334,0.0005,0.0018316666666666668
26,110000,OWN,8.0,EDUCATION,17000,8.88,0,0.15,N,4,18-30,very large,high-middle,0.15454545454545454,0.00047058823529411766,0.0005223529411764707
24,110000,MORTGAGE,8.0,PERSONAL,7500,6.17,0,0.07,N,2,18-30,medium,high-middle,0.06818181818181818,0.0010666666666666667,0.0008226666666666666
23,110000,MORTGAGE,7.0,VENTURE,5000,6.91,0,0.05,N,2,18-30,small,high-middle,0.045454545454545456,0.0014,0.001382
21,110000,MORTGAGE,5.0,DEBTCONSOLIDATION,10000,6.54,0,0.09,N,2,18-30,medium,high-middle,0.09090909090909091,0.0005,0.000654
24,110000,MORTGAGE,8.0,PERSONAL,5600,12.98,0,0.05,Y,4,18-30,medium,high-middle,0.05090909090909091,0.0014285714285714286,0.0023178571428571428
24,110000,OWN,0.0,HOMEIMPROVEMENT,10000,13.35,0,0.09,Y,2,18-30,medium,high-middle,0.09090909090909091,0.0,0.001335
24,42000,RENT,1.0,PERSONAL,2000,12.69,1,0.05,N,4,18-30,small,low-middle,0.047619047619047616,0.0005,0.006345
26,110000,MORTGAGE,10.0,VENTURE,8000,14.35,0,0.07,Y,2,18-30,medium,high-middle,0.07272727272727272,0.00125,0.00179375
25,110000,MORTGAGE,2.0,HOMEIMPROVEMENT,15000,7.88,0,0.14,N,2,18-30,large,high-middle,0.13636363636363635,0.00013333333333333334,0.0005253333333333333
26,110000,MORTGAGE,2.0,VENTURE,4500,14.84,0,0.04,N,4,18-30,small,high-middle,0.04090909090909091,0.00044444444444444447,0.003297777777777778
22,110000,MORTGAGE,0.0,EDUCATION,12000,7.14,0,0.11,N,2,18-30,large,high-middle,0.10909090909090909,0.0,0.0005949999999999999
25,110000,MORTGAGE,9.0,EDUCATION,5000,7.14,0,0.05,N,4,18-30,small,high-middle,0.045454545454545456,0.0018,0.001428
24,42000,RENT,1.0,HOMEIMPROVEMENT,2000,15.62,1,0.05,Y,2,18-30,small,low-middle,0.047619047619047616,0.0005,0.007809999999999999
25,98000,MORTGAGE,9.0,HOMEIMPROVEMENT,25000,16.45,1,0.26,N,4,18-30,very large,middle,0.25510204081632654,0.00036,0.000658
25,48000,RENT,3.0,DEBTCONSOLIDATION,2000,10.74,0,0.04,N,2,18-30,small,low-middle,0.041666666666666664,0.0015,0.00537
25,110000,MORTGAGE,9.0,PERSONAL,20000,7.88,0,0.18,N,2,18-30,very large,high-middle,0.18181818181818182,0.00045,0.000394
21,110000,MORTGAGE,0.0,VENTURE,20000,10.99,0,0.18,N,4,18-30,very large,high-middle,0.18181818181818182,0.0,0.0005495
22,110000,MORTGAGE,2.0,VENTURE,14400,14.35,0,0.13,N,3,18-30,large,high-middle,0.13090909090909092,0.0001388888888888889,0.0009965277777777778
24,110000,MORTGAGE,8.0,EDUCATION,8000,6.76,0,0.07,N,4,18-30,medium,high-middle,0.07272727272727272,0.001,0.0008449999999999999
25,110000,MORTGAGE,7.0,EDUCATION,8000,7.14,0,0.07,N,4,18-30,medium,high-middle,0.07272727272727272,0.000875,0.0008925
25,110000,MORTGAGE,1.0,PERSONAL,25000,11.49,0,0.23,N,4,18-30,very large,high-middle,0.22727272727272727,4e-05,0.0004596
22,48255,RENT,3.0,VENTURE,2000,6.76,0,0.04,N,2,18-30,small,low-middle,0.041446482229820746,0.0015,0.0033799999999999998
24,110000,MORTGAGE,5.0,VENTURE,15000,10.25,0,0.14,N,4,18-30,large,high-middle,0.13636363636363635,0.0003333333333333333,0.0006833333333333333
25,49029,RENT,8.0,MEDICAL,2000,11.99,0,0.04,N,2,18-30,small,low-middle,0.04079218421750393,0.004,0.005995
22,110000,MORTGAGE,7.0,DEBTCONSOLIDATION,8000,13.85,0,0.07,N,2,18-30,medium,high-middle,0.07272727272727272,0.000875,0.00173125
25,110000,MORTGAGE,4.0,VENTURE,7000,9.88,0,0.06,N,2,18-30,medium,high-middle,0.06363636363636363,0.0005714285714285715,0.0014114285714285715
24,110000,OWN,8.0,VENTURE,16000,12.73,0,0.15,N,4,18-30,very large,high-middle,0.14545454545454545,0.0005,0.000795625
22,98000,MORTGAGE,6.0,PERSONAL,25000,10.25,1,0.26,N,3,18-30,very large,middle,0.25510204081632654,0.00024,0.00041
24,50000,RENT,8.0,HOMEIMPROVEMENT,2000,10.99,0,0.04,N,2,18-30,small,middle,0.04,0.004,0.005495
24,110000,MORTGAGE,8.0,EDUCATION,6000,8.59,0,0.05,N,3,18-30,medium,high-middle,0.05454545454545454,0.0013333333333333333,0.0014316666666666666
23,83300,MORTGAGE,0.0,MEDICAL,25000,10.99,1,0.26,N,3,18-30,very large,middle,0.30012004801920766,0.0,0.0004396
24,44000,RENT,0.0,PERSONAL,2000,8.0,1,0.05,N,4,18-30,small,low-middle,0.045454545454545456,0.0,0.004
24,98000,MORTGAGE,2.0,PERSONAL,5000,13.22,1,0.05,Y,3,18-30,small,middle,0.05102040816326531,0.0004,0.002644
23,50252,RENT,6.0,EDUCATION,2000,13.92,0,0.04,Y,3,18-30,small,middle,0.03979941096871766,0.003,0.00696
22,98000,MORTGAGE,1.0,DEBTCONSOLIDATION,25000,10.99,1,0.26,N,4,18-30,very large,middle,0.25510204081632654,4e-05,0.0004396
22,34800,RENT,6.0,VENTURE,15000,14.27,1,0.43,Y,3,18-30,large,low-middle,0.43103448275862066,0.0004,0.0009513333333333333
25,35000,RENT,1.0,VENTURE,15000,7.49,1,0.43,N,3,18-30,large,low-middle,0.42857142857142855,6.666666666666667e-05,0.0004993333333333334
23,110000,MORTGAGE,7.0,VENTURE,20000,11.14,0,0.18,N,3,18-30,very large,high-middle,0.18181818181818182,0.00035,0.000557
24,110000,MORTGAGE,7.0,PERSONAL,12000,8.94,0,0.11,N,3,18-30,large,high-middle,0.10909090909090909,0.0005833333333333334,0.000745
25,110000,OTHER,8.0,VENTURE,8000,9.32,0,0.07,N,3,18-30,medium,high-middle,0.07272727272727272,0.001,0.001165
23,29976,RENT,3.0,PERSONAL,15000,10.25,1,0.5,N,4,18-30,large,low-middle,0.500400320256205,0.0002,0.0006833333333333333
21,36000,RENT,3.0,MEDICAL,15000,6.62,1,0.42,N,2,18-30,large,low-middle,0.4166666666666667,0.0002,0.00044133333333333335
25,36000,RENT,6.0,PERSONAL,15000,10.99,1,0.42,N,4,18-30,large,low-middle,0.4166666666666667,0.0004,0.0007326666666666667
23,36000,RENT,3.0,VENTURE,15000,13.49,1,0.42,Y,3,18-30,large,low-middle,0.4166666666666667,0.0002,0.0008993333333333334
25,36000,RENT,4.0,VENTURE,15000,9.63,1,0.42,N,3,18-30,large,low-middle,0.4166666666666667,0.0002666666666666667,0.0006420000000000001
22,98000,MORTGAGE,1.0,HOMEIMPROVEMENT,9000,9.63,1,0.09,N,2,18-30,medium,middle,0.09183673469387756,0.00011111111111111112,0.00107
22,110000,MORTGAGE,7.0,EDUCATION,20000,12.41,0,0.18,N,2,18-30,very large,high-middle,0.18181818181818182,0.00035,0.0006205
23,110000,MORTGAGE,7.0,PERSONAL,9600,10.99,0,0.09,Y,2,18-30,medium,high-middle,0.08727272727272728,0.0007291666666666667,0.0011447916666666668
26,36000,RENT,2.0,PERSONAL,15000,7.66,1,0.42,N,3,18-30,large,low-middle,0.4166666666666667,0.00013333333333333334,0.0005106666666666666
23,36000,RENT,3.0,VENTURE,15000,14.59,1,0.42,N,4,18-30,large,low-middle,0.4166666666666667,0.0002,0.0009726666666666667
24,98004,MORTGAGE,5.0,HOMEIMPROVEMENT,2500,8.49,1,0.03,N,3,18-30,small,middle,0.02550916289131056,0.002,0.003396
25,110004,MORTGAGE,9.0,HOMEIMPROVEMENT,15000,7.66,0,0.14,N,4,18-30,large,high-middle,0.1363586778662594,0.0006,0.0005106666666666666
26,110004,MORTGAGE,1.0,VENTURE,12000,10.36,0,0.11,N,3,18-30,large,high-middle,0.10908694229300753,8.333333333333333e-05,0.0008633333333333332
22,36000,RENT,3.0,VENTURE,15000,13.85,1,0.42,N,3,18-30,large,low-middle,0.4166666666666667,0.0002,0.0009233333333333333
22,30000,RENT,2.0,DEBTCONSOLIDATION,15000,11.66,1,0.5,Y,3,18-30,large,low-middle,0.5,0.00013333333333333334,0.0007773333333333333
24,110004,MORTGAGE,8.0,EDUCATION,25000,12.53,0,0.23,N,2,18-30,very large,high-middle,0.22726446311043236,0.00032,0.0005011999999999999
24,110004,MORTGAGE,8.0,DEBTCONSOLIDATION,16000,10.99,0,0.15,N,3,18-30,very large,high-middle,0.1454492563906767,0.0005,0.000686875
22,110196,MORTGAGE,6.0,MEDICAL,25000,11.49,0,0.23,N,3,18-30,very large,high-middle,0.2268684888743693,0.00024,0.0004596
26,110400,MORTGAGE,3.0,PERSONAL,9800,10.99,0,0.09,Y,3,18-30,medium,high-middle,0.08876811594202899,0.0003061224489795918,0.0011214285714285714
22,36021,RENT,0.0,VENTURE,15000,10.99,1,0.42,N,3,18-30,large,low-middle,0.41642375281086036,0.0,0.0007326666666666667
24,28000,OWN,6.0,HOMEIMPROVEMENT,10000,10.37,0,0.36,N,2,18-30,medium,low-middle,0.35714285714285715,0.0006,0.001037
24,110400,MORTGAGE,8.0,VENTURE,3000,7.49,0,0.03,N,4,18-30,small,high-middle,0.02717391304347826,0.0026666666666666666,0.0024966666666666666
21,110400,OWN,0.0,PERSONAL,12000,10.99,0,0.11,N,3,18-30,large,high-middle,0.10869565217391304,0.0,0.0009158333333333334
22,110500,MORTGAGE,1.0,MEDICAL,12250,11.26,0,0.11,N,4,18-30,large,high-middle,0.11085972850678733,8.163265306122449e-05,0.0009191836734693877
22,98656,MORTGAGE,3.0,EDUCATION,7500,13.06,1,0.08,Y,3,18-30,medium,middle,0.07602173207914369,0.0004,0.0017413333333333334
21,111000,MORTGAGE,4.0,VENTURE,28000,7.49,0,0.25,N,2,18-30,very large,high-middle,0.25225225225225223,0.00014285714285714287,0.0002675
26,111000,MORTGAGE,10.0,MEDICAL,5000,5.79,0,0.05,N,3,18-30,small,high-middle,0.04504504504504504,0.002,0.001158
21,28000,OWN,3.0,VENTURE,4000,7.88,0,0.14,N,3,18-30,small,low-middle,0.14285714285714285,0.00075,0.00197
22,37000,RENT,3.0,EDUCATION,15000,10.25,1,0.41,N,4,18-30,large,low-middle,0.40540540540540543,0.0002,0.0006833333333333333
22,31000,RENT,6.0,PERSONAL,15000,10.99,1,0.48,Y,4,18-30,large,low-middle,0.4838709677419355,0.0004,0.0007326666666666667
23,111000,MORTGAGE,7.0,MEDICAL,8350,11.89,0,0.08,N,2,18-30,medium,high-middle,0.07522522522522522,0.0008383233532934132,0.0014239520958083834
23,28000,OWN,1.0,EDUCATION,7500,10.99,0,0.27,N,3,18-30,medium,low-middle,0.26785714285714285,0.00013333333333333334,0.0014653333333333335
26,28000,OWN,4.0,EDUCATION,16750,7.88,0,0.6,N,4,18-30,very large,low-middle,0.5982142857142857,0.00023880597014925374,0.0004704477611940298
26,111147,MORTGAGE,4.0,EDUCATION,15000,13.61,0,0.13,Y,2,18-30,large,high-middle,0.1349564090798672,0.0002666666666666667,0.0009073333333333333
23,28000,OWN,0.0,VENTURE,1250,10.99,0,0.04,N,4,18-30,small,low-middle,0.044642857142857144,0.0,0.008792
23,111150,MORTGAGE,1.0,DEBTCONSOLIDATION,10000,8.0,0,0.09,N,3,18-30,medium,high-middle,0.0899685110211426,0.0001,0.0008
24,111239,MORTGAGE,1.0,EDUCATION,14000,7.9,0,0.13,N,4,18-30,large,high-middle,0.1258551407330163,7.142857142857143e-05,0.0005642857142857143
25,111262,MORTGAGE,2.0,PERSONAL,20000,12.53,0,0.18,N,3,18-30,very large,high-middle,0.1797558914993439,0.0001,0.0006265
25,37818,RENT,5.0,DEBTCONSOLIDATION,15000,13.48,1,0.4,N,3,18-30,large,low-middle,0.39663652229097257,0.0003333333333333333,0.0008986666666666666
21,32000,RENT,6.0,PERSONAL,15000,15.27,1,0.47,Y,3,18-30,large,low-middle,0.46875,0.0004,0.001018
22,38000,RENT,6.0,PERSONAL,15000,7.88,1,0.39,N,3,18-30,large,low-middle,0.39473684210526316,0.0004,0.0005253333333333333
25,38000,RENT,9.0,PERSONAL,15000,16.45,1,0.39,Y,3,18-30,large,low-middle,0.39473684210526316,0.0006,0.0010966666666666666
25,111996,MORTGAGE,2.0,MEDICAL,16000,11.78,0,0.14,Y,4,18-30,very large,high-middle,0.14286224508018144,0.000125,0.0007362499999999999
22,38000,RENT,0.0,EDUCATION,15000,10.99,1,0.39,Y,4,18-30,large,low-middle,0.39473684210526316,0.0,0.0007326666666666667
24,112000,MORTGAGE,8.0,PERSONAL,20400,11.71,0,0.18,N,3,18-30,very large,high-middle,0.18214285714285713,0.000392156862745098,0.0005740196078431373
23,38400,RENT,7.0,EDUCATION,15000,6.17,1,0.39,N,2,18-30,large,low-middle,0.390625,0.00046666666666666666,0.0004113333333333333
22,112000,MORTGAGE,2.0,PERSONAL,4000,8.9,0,0.04,N,3,18-30,small,high-middle,0.03571428571428571,0.0005,0.002225
24,39000,RENT,0.0,EDUCATION,15000,9.63,1,0.38,N,4,18-30,large,low-middle,0.38461538461538464,0.0,0.0006420000000000001
24,112000,MORTGAGE,0.0,DEBTCONSOLIDATION,6000,9.91,0,0.05,N,4,18-30,medium,high-middle,0.05357142857142857,0.0,0.0016516666666666667
26,39996,RENT,10.0,MEDICAL,15000,13.06,1,0.38,Y,3,18-30,large,low-middle,0.37503750375037503,0.0006666666666666666,0.0008706666666666667
25,112000,MORTGAGE,0.0,HOMEIMPROVEMENT,16000,6.99,0,0.14,N,4,18-30,very large,high-middle,0.14285714285714285,0.0,0.00043687500000000003
23,112000,MORTGAGE,5.0,PERSONAL,12000,11.99,0,0.11,N,3,18-30,large,high-middle,0.10714285714285714,0.0004166666666666667,0.0009991666666666666
24,112000,MORTGAGE,8.0,DEBTCONSOLIDATION,3500,5.42,0,0.03,N,4,18-30,small,high-middle,0.03125,0.002285714285714286,0.0015485714285714285
21,40000,RENT,6.0,DEBTCONSOLIDATION,15000,14.27,1,0.38,N,3,18-30,large,low-middle,0.375,0.0004,0.0009513333333333333
24,112000,MORTGAGE,0.0,EDUCATION,3000,5.99,0,0.03,N,3,18-30,small,high-middle,0.026785714285714284,0.0,0.0019966666666666666
24,112000,MORTGAGE,8.0,DEBTCONSOLIDATION,20000,6.91,0,0.18,N,4,18-30,very large,high-middle,0.17857142857142858,0.0004,0.0003455
23,40000,RENT,6.0,VENTURE,15000,11.71,1,0.38,N,4,18-30,large,low-middle,0.375,0.0004,0.0007806666666666667
24,112000,MORTGAGE,5.0,PERSONAL,15000,15.31,0,0.13,N,4,18-30,large,high-middle,0.13392857142857142,0.0003333333333333333,0.0010206666666666667
23,34000,RENT,1.0,EDUCATION,15000,11.71,1,0.44,N,4,18-30,large,low-middle,0.4411764705882353,6.666666666666667e-05,0.0007806666666666667
26,40000,RENT,4.0,MEDICAL,15000,10.99,1,0.38,N,3,18-30,large,low-middle,0.375,0.0002666666666666667,0.0007326666666666667
24,112000,OTHER,4.0,PERSONAL,9000,9.32,0,0.08,N,2,18-30,medium,high-middle,0.08035714285714286,0.00044444444444444447,0.0010355555555555556
26,85000,MORTGAGE,4.0,MEDICAL,2750,9.33,1,0.03,N,3,18-30,small,middle,0.03235294117647059,0.0014545454545454545,0.003392727272727273
25,100000,MORTGAGE,4.0,EDUCATION,9000,9.64,1,0.09,N,3,18-30,medium,high-middle,0.09,0.00044444444444444447,0.0010711111111111112
23,40000,RENT,7.0,PERSONAL,15000,7.49,1,0.38,N,3,18-30,large,low-middle,0.375,0.00046666666666666666,0.0004993333333333334
24,40000,RENT,0.0,MEDICAL,15000,7.88,1,0.38,N,4,18-30,large,low-middle,0.375,0.0,0.0005253333333333333
23,112404,MORTGAGE,1.0,DEBTCONSOLIDATION,6000,13.23,0,0.05,Y,2,18-30,medium,high-middle,0.053378883313761075,0.00016666666666666666,0.002205
26,40000,RENT,2.0,DEBTCONSOLIDATION,15000,14.22,1,0.38,Y,3,18-30,large,low-middle,0.375,0.00013333333333333334,0.0009480000000000001
24,112500,MORTGAGE,3.0,EDUCATION,8600,13.11,0,0.08,Y,3,18-30,medium,high-middle,0.07644444444444444,0.0003488372093023256,0.0015244186046511627
25,112500,MORTGAGE,6.0,PERSONAL,18000,11.14,0,0.16,N,3,18-30,very large,high-middle,0.16,0.0003333333333333333,0.0006188888888888889
23,40000,RENT,0.0,VENTURE,15000,8.94,1,0.38,N,4,18-30,large,low-middle,0.375,0.0,0.000596
24,40000,RENT,1.0,EDUCATION,15000,12.87,1,0.38,Y,3,18-30,large,low-middle,0.375,6.666666666666667e-05,0.0008579999999999999
24,112689,MORTGAGE,6.0,PERSONAL,24000,9.99,0,0.21,N,4,18-30,very large,high-middle,0.21297553443548173,0.00025,0.00041625
22,112774,MORTGAGE,6.0,VENTURE,6400,13.06,0,0.06,Y,4,18-30,medium,high-middle,0.05675066948055403,0.0009375,0.002040625
23,112800,MORTGAGE,3.0,DEBTCONSOLIDATION,35000,10.99,0,0.31,N,4,18-30,very large,high-middle,0.3102836879432624,8.571428571428571e-05,0.000314
23,112976,MORTGAGE,2.0,MEDICAL,20000,6.91,0,0.18,N,2,18-30,very large,high-middle,0.17702874946891375,0.0001,0.0003455
26,34988,RENT,9.0,HOMEIMPROVEMENT,15000,13.98,1,0.43,N,2,18-30,large,low-middle,0.4287184177432263,0.0006,0.000932
23,113000,MORTGAGE,2.0,VENTURE,22400,7.49,0,0.2,N,2,18-30,very large,high-middle,0.19823008849557522,8.928571428571429e-05,0.000334375
21,27600,OWN,3.0,EDUCATION,1000,15.27,0,0.04,Y,2,18-30,small,low-middle,0.036231884057971016,0.003,0.015269999999999999
25,113000,MORTGAGE,8.0,VENTURE,21000,11.49,0,0.19,N,4,18-30,very large,high-middle,0.18584070796460178,0.00038095238095238096,0.0005471428571428572
26,113000,MORTGAGE,2.0,MEDICAL,3200,10.99,0,0.03,N,3,18-30,small,high-middle,0.02831858407079646,0.000625,0.003434375
24,113000,MORTGAGE,5.0,EDUCATION,17950,11.99,0,0.16,N,4,18-30,very large,high-middle,0.1588495575221239,0.0002785515320334262,0.000667966573816156
22,41000,RENT,3.0,DEBTCONSOLIDATION,15000,12.73,1,0.37,N,3,18-30,large,low-middle,0.36585365853658536,0.0002,0.0008486666666666667
24,85850,MORTGAGE,3.0,MEDICAL,12000,15.99,1,0.12,Y,4,18-30,large,middle,0.13977868375072802,0.00025,0.0013325
23,113000,MORTGAGE,4.0,DEBTCONSOLIDATION,12000,7.66,0,0.11,N,4,18-30,large,high-middle,0.10619469026548672,0.0003333333333333333,0.0006383333333333333
23,113000,MORTGAGE,7.0,EDUCATION,8000,5.79,0,0.07,N,2,18-30,medium,high-middle,0.07079646017699115,0.000875,0.00072375
24,85850,MORTGAGE,8.0,MEDICAL,20000,10.99,1,0.2,Y,4,18-30,very large,middle,0.23296447291788003,0.0004,0.0005495
24,101000,MORTGAGE,3.0,EDUCATION,7000,10.99,1,0.07,N,4,18-30,medium,high-middle,0.06930693069306931,0.00042857142857142855,0.00157
22,113000,MORTGAGE,6.0,EDUCATION,25000,12.53,0,0.22,N,4,18-30,very large,high-middle,0.22123893805309736,0.00024,0.0005011999999999999
24,113000,MORTGAGE,8.0,VENTURE,2100,7.4,0,0.02,N,3,18-30,small,high-middle,0.018584070796460177,0.0038095238095238095,0.003523809523809524
23,42000,RENT,7.0,VENTURE,15000,13.49,1,0.36,N,3,18-30,large,low-middle,0.35714285714285715,0.00046666666666666666,0.0008993333333333334
24,113000,MORTGAGE,5.0,VENTURE,10500,10.99,0,0.09,N,4,18-30,large,high-middle,0.09292035398230089,0.0004761904761904762,0.0010466666666666667
26,101000,MORTGAGE,10.0,VENTURE,25000,17.46,1,0.25,N,4,18-30,very large,high-middle,0.24752475247524752,0.0004,0.0006984000000000001
22,113028,MORTGAGE,3.0,MEDICAL,12075,10.99,0,0.11,N,2,18-30,large,high-middle,0.1068319354496231,0.0002484472049689441,0.000910144927536232
25,113135,MORTGAGE,9.0,PERSONAL,25000,10.59,0,0.22,N,2,18-30,very large,high-middle,0.2209749414416405,0.00036,0.0004236
23,113200,MORTGAGE,3.0,EDUCATION,24250,10.62,0,0.21,N,3,18-30,very large,high-middle,0.2142226148409894,0.00012371134020618558,0.00043793814432989685
24,113217,MORTGAGE,2.0,EDUCATION,6000,7.88,0,0.05,N,3,18-30,medium,high-middle,0.052995574869498394,0.0003333333333333333,0.0013133333333333332
23,113316,MORTGAGE,7.0,EDUCATION,3000,10.99,0,0.03,N,3,18-30,small,high-middle,0.026474637297469024,0.0023333333333333335,0.0036633333333333335
24,113676,MORTGAGE,8.0,EDUCATION,7200,6.99,0,0.06,N,2,18-30,medium,high-middle,0.06333790773778106,0.0011111111111111111,0.0009708333333333333
23,113698,MORTGAGE,7.0,EDUCATION,15000,7.9,0,0.13,N,4,18-30,large,high-middle,0.13192844201305212,0.00046666666666666666,0.0005266666666666667
23,42000,RENT,7.0,VENTURE,15000,11.83,1,0.36,N,4,18-30,large,low-middle,0.35714285714285715,0.00046666666666666666,0.0007886666666666667
23,114000,MORTGAGE,1.0,EDUCATION,17325,11.99,0,0.15,N,2,18-30,very large,high-middle,0.15197368421052632,5.772005772005772e-05,0.0006920634920634921
22,27560,OWN,6.0,EDUCATION,2800,11.49,0,0.1,N,4,18-30,small,low-middle,0.10159651669085631,0.002142857142857143,0.004103571428571429
